Tanggal,Waktu,Latitude,Longitude,Heading,Kecepatan (knot)
15/5/2023,4:24,-0.578,118.9919,18,11.1
15/5/2023,4:30,-0.5613,118.9975,18,11.1
15/5/2023,4:36,-0.5446,119.0031,18,11.1
15/5/2023,4:42,-0.5279,119.0087,18,11.1
15/5/2023,4:48,-0.5112,119.0143,18,11.1
15/5/2023,4:54,-0.4945,119.0199,18,11.1
15/5/2023,5:00,-0.4778,119.0255,18,11.1
15/5/2023,5:06,-0.4611,119.0311,18,11.1
15/5/2023,5:12,-0.4444,119.0367,18,11.1
15/5/2023,5:18,-0.4277,119.0423,18,11.1
15/5/2023,5:24,-0.411,119.0479,18,11.1
15/5/2023,5:30,-0.3943,119.0535,18,11.1
15/5/2023,5:36,-0.3776,119.0591,18,11.1
15/5/2023,5:42,-0.3609,119.0647,18,11.1
15/5/2023,5:48,-0.3442,119.0703,18,11.1
15/5/2023,5:54,-0.3275,119.0759,18,11.1
15/5/2023,6:00,-0.3108,119.0815,18,11.1
15/5/2023,6:06,-0.2941,119.0871,18,11.1
15/5/2023,6:12,-0.2774,119.0927,18,11.1
15/5/2023,6:18,-0.2607,119.0983,18,11.1
15/5/2023,6:24,-0.244,119.1039,18,11.1
15/5/2023,6:30,-0.2273,119.1095,18,11.1
15/5/2023,6:36,-0.2106,119.1151,18,11.1
15/5/2023,6:42,-0.1939,119.1207,18,11.1
15/5/2023,6:48,-0.1772,119.1263,18,11.1
15/5/2023,6:54,-0.1605,119.1319,18,11.1
15/5/2023,7:00,-0.1438,119.1375,18,11.1
15/5/2023,7:06,-0.1271,119.1431,18,11.1
15/5/2023,7:12,-0.1104,119.1487,18,11.1
15/5/2023,7:18,-0.0937,119.1543,18,11.1
15/5/2023,7:24,-0.077,119.1599,18,11.1
15/5/2023,7:30,-0.0603,119.1655,18,11.1
15/5/2023,7:36,-0.0436,119.1711,18,11.1
15/5/2023,7:42,-0.0269,119.1767,18,11.1
15/5/2023,7:48,-0.0102,119.1823,18,11.1
15/5/2023,7:54,0.0065,119.1879,18,11.1
15/5/2023,8:00,0.0232,119.1935,18,11.1
15/5/2023,8:06,0.0399,119.1991,18,11.1
15/5/2023,8:12,0.0566,119.2047,18,11.1
15/5/2023,8:18,0.0733,119.2103,18,11.1
15/5/2023,8:24,0.09,119.2159,18,11.1
15/5/2023,8:30,0.1067,119.2215,18,11.1
15/5/2023,8:36,0.1234,119.2271,18,11.1
15/5/2023,8:42,0.1401,119.2327,18,11.1
15/5/2023,8:48,0.1568,119.2383,18,11.1
15/5/2023,8:54,0.1735,119.2439,18,11.1
15/5/2023,9:00,0.1902,119.2495,18,11.1
15/5/2023,9:06,0.2069,119.2551,18,11.1
15/5/2023,9:12,0.2236,119.2607,18,11.1
15/5/2023,9:18,0.2403,119.2663,18,11.1
15/5/2023,9:24,0.257,119.2719,18,11.1
15/5/2023,9:30,0.2737,119.2775,18,11.1
15/5/2023,9:36,0.2904,119.2831,18,11.1
15/5/2023,9:42,0.3071,119.2887,18,11.1
15/5/2023,9:48,0.3238,119.2943,18,11.1
15/5/2023,9:54,0.3405,119.2999,18,11.1
15/5/2023,10:00,0.3572,119.3055,18,11.1
15/5/2023,10:06,0.3739,119.3111,18,11.1
15/5/2023,10:12,0.3906,119.3167,18,11.1
15/5/2023,10:18,0.4073,119.3223,18,11.1
15/5/2023,10:24,0.424,119.3279,18,11.1
15/5/2023,10:30,0.4407,119.3335,18,11.1
15/5/2023,10:36,0.4574,119.3391,18,11.1
15/5/2023,10:42,0.4741,119.3447,18,11.1
15/5/2023,10:48,0.4908,119.3503,18,11.1
15/5/2023,10:54,0.5075,119.3559,18,11.1
15/5/2023,11:00,0.5242,119.3615,18,11.1
15/5/2023,11:06,0.5409,119.3671,18,11.1
15/5/2023,11:12,0.5576,119.3727,18,11.1
15/5/2023,11:18,0.5743,119.3783,18,11.1
15/5/2023,11:24,0.591,119.3839,18,11.1
15/5/2023,11:30,0.6077,119.3895,18,11.1
15/5/2023,11:36,0.6244,119.3951,18,11.1
15/5/2023,11:42,0.6411,119.4007,18,11.1
15/5/2023,11:48,0.6578,119.4063,18,11.1
15/5/2023,11:54,0.6745,119.4119,18,11.1
15/5/2023,12:00,0.6912,119.4175,18,11.1
15/5/2023,12:06,0.7079,119.4231,18,11.1
15/5/2023,12:12,0.7246,119.4287,18,11.1
15/5/2023,12:18,0.7413,119.4343,18,11.1
15/5/2023,12:24,0.758,119.4399,18,11.1
15/5/2023,12:30,0.7747,119.4455,18,11.1
15/5/2023,12:36,0.7914,119.4511,18,11.1
15/5/2023,12:42,0.8081,119.4567,18,11.1
15/5/2023,12:48,0.8248,119.4623,18,11.1
15/5/2023,12:54,0.8415,119.4679,18,11.1
15/5/2023,13:00,0.8545,119.4765,44,11.1
15/5/2023,13:06,0.8675,119.4889,44,11.1
15/5/2023,13:12,0.8805,119.5013,44,11.1
15/5/2023,13:18,0.8935,119.5137,44,11.1
15/5/2023,13:24,0.9065,119.5261,44,11.1
15/5/2023,13:30,0.9195,119.5385,44,11.1
15/5/2023,13:36,0.9325,119.5509,44,11.1
15/5/2023,13:42,0.9455,119.5633,44,11.1
15/5/2023,13:48,0.9585,119.5757,44,11.1
15/5/2023,13:54,0.9715,119.5881,44,11.1
15/5/2023,14:00,0.9845,119.6005,44,11.1
15/5/2023,14:06,0.9975,119.6129,44,11.1
15/5/2023,14:12,1.0105,119.6253,44,11.1
15/5/2023,14:18,1.0235,119.6377,44,11.1
15/5/2023,14:24,1.0365,119.6501,44,11.1
15/5/2023,14:30,1.0495,119.6625,44,11.1
15/5/2023,14:36,1.0625,119.6749,44,11.1
15/5/2023,14:42,1.0755,119.6873,44,11.1
15/5/2023,14:48,1.0885,119.6997,44,11.1
15/5/2023,14:54,1.1015,119.7121,44,11.1
15/5/2023,15:00,1.1145,119.7245,44,11.1
15/5/2023,15:06,1.1275,119.7369,44,11.1
15/5/2023,15:12,1.1405,119.7493,44,11.1
15/5/2023,15:18,1.1535,119.7617,44,11.1
15/5/2023,15:24,1.1665,119.7741,44,11.1
15/5/2023,15:30,1.1795,119.7865,44,11.1
15/5/2023,15:36,1.1925,119.7989,44,11.1
15/5/2023,15:42,1.2055,119.8113,44,11.1
15/5/2023,15:48,1.2185,119.8237,44,11.1
15/5/2023,15:54,1.2315,119.8361,44,11.1
15/5/2023,16:00,1.2445,119.8485,44,11.1
15/5/2023,16:06,1.2575,119.8609,44,11.1
15/5/2023,16:12,1.2705,119.8733,44,11.1
15/5/2023,16:18,1.2835,119.8857,44,11.1
15/5/2023,16:24,1.2965,119.8981,44,11.1
15/5/2023,16:30,1.3095,119.9105,44,11.1
15/5/2023,16:36,1.3225,119.9229,44,11.1
15/5/2023,16:42,1.3355,119.9353,44,11.1
15/5/2023,16:48,1.3485,119.9477,44,11.1
15/5/2023,16:54,1.3615,119.9601,44,11.1
15/5/2023,17:00,1.3745,119.9725,44,11.1
15/5/2023,17:06,1.3875,119.9849,44,11.1
15/5/2023,17:12,1.4005,119.9973,44,11.1
15/5/2023,17:18,1.4135,120.0097,44,11.1
15/5/2023,17:24,1.4265,120.0221,44,11.1
15/5/2023,17:30,1.4395,120.0345,44,11.1
15/5/2023,17:36,1.4525,120.0469,44,11.1
15/5/2023,17:42,1.4655,120.0593,44,11.1
15/5/2023,17:48,1.4785,120.0717,44,11.1
15/5/2023,17:54,1.4915,120.0841,44,11.1
15/5/2023,18:00,1.5045,120.0965,44,11.1
15/5/2023,18:06,1.5175,120.1089,44,11.1
15/5/2023,18:12,1.5305,120.1213,44,11.1
15/5/2023,18:18,1.5435,120.1337,44,11.1
15/5/2023,18:24,1.5565,120.1461,44,11.1
15/5/2023,18:30,1.5695,120.1585,44,11.1
15/5/2023,18:36,1.5825,120.1709,44,11.1
15/5/2023,18:42,1.5955,120.1833,44,11.1
15/5/2023,18:48,1.6085,120.1957,44,11.1
15/5/2023,18:54,1.6215,120.2081,44,11.1
15/5/2023,19:00,1.6345,120.2205,44,11.1
15/5/2023,19:06,1.6475,120.2329,44,11.1
15/5/2023,19:12,1.6605,120.2453,44,11.1
15/5/2023,19:18,1.6735,120.2577,44,11.1
15/5/2023,19:24,1.6865,120.2701,44,11.1
15/5/2023,19:30,1.6995,120.2825,44,11.1
15/5/2023,19:36,1.7125,120.2949,44,11.1
15/5/2023,19:42,1.7255,120.3073,44,11.1
15/5/2023,19:48,1.7385,120.3197,44,11.1
15/5/2023,19:54,1.7515,120.3321,44,11.1
15/5/2023,20:00,1.7645,120.3445,44,11.1
15/5/2023,20:06,1.7775,120.3569,44,11.1
15/5/2023,20:12,1.7905,120.3693,44,11.1
15/5/2023,20:18,1.8035,120.3817,44,11.1
15/5/2023,20:24,1.8165,120.3941,44,11.1
15/5/2023,20:30,1.8295,120.4065,44,11.1
15/5/2023,20:36,1.8425,120.4189,44,11.1
15/5/2023,20:42,1.8555,120.4313,44,11.1
15/5/2023,20:48,1.8685,120.4437,44,11.1
15/5/2023,20:54,1.8815,120.4561,44,11.1
15/5/2023,21:00,1.8945,120.4685,44,11.1
15/5/2023,21:06,1.9075,120.4809,44,11.1
15/5/2023,21:12,1.9205,120.4933,44,11.1
15/5/2023,21:18,1.9335,120.5057,44,11.1
15/5/2023,21:24,1.9465,120.5181,44,11.1
15/5/2023,21:30,1.9595,120.5305,44,11.1
15/5/2023,21:36,1.9725,120.5429,44,11.1
15/5/2023,21:42,1.9855,120.5553,44,11.1
15/5/2023,21:48,1.9985,120.5677,44,11.1
15/5/2023,21:54,2.0115,120.5801,44,11.1
15/5/2023,22:00,2.0245,120.5925,44,11.1
15/5/2023,22:06,2.0375,120.6049,44,11.1
15/5/2023,22:12,2.0505,120.6173,44,11.1
15/5/2023,22:18,2.0635,120.6297,44,11.1
15/5/2023,22:24,2.0765,120.6421,44,11.1
15/5/2023,22:30,2.0895,120.6545,44,11.1
15/5/2023,22:36,2.1025,120.6669,44,11.1
15/5/2023,22:42,2.1155,120.6793,44,11.1
15/5/2023,22:48,2.1285,120.6917,44,11.1
15/5/2023,22:54,2.1415,120.7041,44,11.1
15/5/2023,23:00,2.1545,120.7165,44,11.1
15/5/2023,23:06,2.1675,120.7289,44,11.1
15/5/2023,23:12,2.1805,120.7413,44,11.1
15/5/2023,23:18,2.1935,120.7537,44,11.1
15/5/2023,23:24,2.2065,120.7661,44,11.1
15/5/2023,23:30,2.2195,120.7785,44,11.1
15/5/2023,23:36,2.2325,120.7909,44,11.1
15/5/2023,23:42,2.2455,120.8033,44,11.1
15/5/2023,23:48,2.2585,120.8157,44,11.1
15/5/2023,23:54,2.2715,120.8281,44,11.1
16/5/2023,0:00,2.2845,120.8405,44,11.1
16/5/2023,0:06,2.2975,120.8529,44,11.1
16/5/2023,0:12,2.3105,120.8653,44,11.1
16/5/2023,0:18,2.3235,120.8777,44,11.1
16/5/2023,0:24,2.3365,120.8901,44,11.1
16/5/2023,0:30,2.3495,120.9025,44,11.1
16/5/2023,0:36,2.3625,120.9149,44,11.1
16/5/2023,0:42,2.3755,120.9273,44,11.1
16/5/2023,0:48,2.3885,120.9397,44,11.1
16/5/2023,0:54,2.4015,120.9521,44,11.1
16/5/2023,1:00,2.4145,120.9645,44,11.1
16/5/2023,1:06,2.4275,120.9769,44,11.1
16/5/2023,1:12,2.4405,120.9893,44,11.1
16/5/2023,1:18,2.4535,121.0017,44,11.1
16/5/2023,1:24,2.4665,121.0141,44,11.1
16/5/2023,1:30,2.4795,121.0265,44,11.1
16/5/2023,1:36,2.4925,121.0389,44,11.1
16/5/2023,1:42,2.5055,121.0513,44,11.1
16/5/2023,1:48,2.5185,121.0637,44,11.1
16/5/2023,1:54,2.5315,121.0761,44,11.1
16/5/2023,2:00,2.5445,121.0885,44,11.1
16/5/2023,2:06,2.5575,121.1009,44,11.1
16/5/2023,2:12,2.5705,121.1133,44,11.1
16/5/2023,2:18,2.5835,121.1257,44,11.1
16/5/2023,2:24,2.5965,121.1381,44,11.1
16/5/2023,2:30,2.6095,121.1505,44,11.1
16/5/2023,2:36,2.6225,121.1629,44,11.1
16/5/2023,2:42,2.6355,121.1753,44,11.1
16/5/2023,2:48,2.6485,121.1877,44,11.1
16/5/2023,2:54,2.6615,121.2001,44,11.1
16/5/2023,3:00,2.6745,121.2125,44,11.1
16/5/2023,3:06,2.6875,121.2249,44,11.1
16/5/2023,3:12,2.7005,121.2373,44,11.1
16/5/2023,3:18,2.7135,121.2497,44,11.1
16/5/2023,3:24,2.7265,121.2621,44,11.1
16/5/2023,3:30,2.7395,121.2745,44,11.1
16/5/2023,3:36,2.7525,121.2869,44,11.1
16/5/2023,3:42,2.7655,121.2993,44,11.1
16/5/2023,3:48,2.7785,121.3117,44,11.1
16/5/2023,3:54,2.7915,121.3241,44,11.1
16/5/2023,4:00,2.8045,121.3365,44,11.1
16/5/2023,4:06,2.8175,121.3489,44,11.1
16/5/2023,4:12,2.8305,121.3613,44,11.1
16/5/2023,4:18,2.8435,121.3737,44,11.1
16/5/2023,4:24,2.8565,121.3861,44,11.1
16/5/2023,4:30,2.8695,121.3985,44,11.1
16/5/2023,4:36,2.8825,121.4109,44,11.1
16/5/2023,4:42,2.8955,121.4233,44,11.1
16/5/2023,4:48,2.9085,121.4357,44,11.1
16/5/2023,4:54,2.9215,121.4481,44,11.1
16/5/2023,5:00,2.9345,121.4605,44,11.1
16/5/2023,5:06,2.9475,121.4729,44,11.1
16/5/2023,5:12,2.9605,121.4853,44,11.1
16/5/2023,5:18,2.9735,121.4977,44,11.1
16/5/2023,5:24,2.9865,121.5101,44,11.1
16/5/2023,5:30,2.9995,121.5225,44,11.1
16/5/2023,5:36,3.0125,121.5349,44,11.1
16/5/2023,5:42,3.0255,121.5473,44,11.1
16/5/2023,5:48,3.0385,121.5597,44,11.1
16/5/2023,5:54,3.0515,121.5721,44,11.1
16/5/2023,6:00,3.0645,121.5845,44,11.1
16/5/2023,6:06,3.0775,121.5969,44,11.1
16/5/2023,6:12,3.0905,121.6093,44,11.1
16/5/2023,6:18,3.1035,121.6217,44,11.1
16/5/2023,6:24,3.1165,121.6341,44,11.1
16/5/2023,6:30,3.1295,121.6465,44,11.1
16/5/2023,6:36,3.1425,121.6589,44,11.1
16/5/2023,6:42,3.1555,121.6713,44,11.1
16/5/2023,6:48,3.1685,121.6837,44,11.1
16/5/2023,6:54,3.1815,121.6961,44,11.1
16/5/2023,7:00,3.1945,121.7085,44,11.1
16/5/2023,7:06,3.2075,121.7209,44,11.1
16/5/2023,7:12,3.2205,121.7333,44,11.1
16/5/2023,7:18,3.2205,121.7333,44,0
16/5/2023,7:24,3.2205,121.7333,44,0
16/5/2023,7:30,3.2205,121.7333,44,0
16/5/2023,7:36,3.2205,121.7333,44,0
16/5/2023,7:42,3.2205,121.7333,44,0
16/5/2023,7:48,3.2205,121.7333,44,0
16/5/2023,7:54,3.2205,121.7333,44,0
16/5/2023,8:00,3.2205,121.7333,44,0
16/5/2023,8:06,3.2205,121.7333,44,0
16/5/2023,8:12,3.2205,121.7333,44,0
16/5/2023,8:18,3.2205,121.7333,44,0
16/5/2023,8:24,3.2205,121.7333,44,0
16/5/2023,8:30,3.2205,121.7333,44,0
16/5/2023,8:36,3.2205,121.7333,44,0
16/5/2023,8:42,3.2205,121.7333,44,0
16/5/2023,8:48,3.2205,121.7333,44,0
16/5/2023,8:54,3.2205,121.7333,44,0
16/5/2023,9:00,3.2205,121.7333,44,0
16/5/2023,9:06,3.2205,121.7333,44,0
16/5/2023,9:12,3.2205,121.7333,44,0
16/5/2023,9:18,3.2205,121.7333,44,0
16/5/2023,9:24,3.2205,121.7333,44,0
16/5/2023,9:30,3.2205,121.7333,44,0
16/5/2023,9:36,3.2205,121.7333,44,0
16/5/2023,9:42,3.2205,121.7333,44,0
16/5/2023,9:48,3.2205,121.7333,44,0
16/5/2023,9:54,3.2205,121.7333,44,0
16/5/2023,10:00,3.2205,121.7333,44,0
16/5/2023,10:06,3.2205,121.7333,44,0
16/5/2023,10:12,3.2205,121.7333,44,0
16/5/2023,10:18,3.2364,121.7243,330,11.1
16/5/2023,10:24,3.2522,121.7155,330,11.1
16/5/2023,10:30,3.268,121.7067,330,11.1
16/5/2023,10:36,3.2838,121.6979,330,11.1
16/5/2023,10:42,3.2996,121.6891,330,11.1
16/5/2023,10:48,3.3154,121.6803,330,11.1
16/5/2023,10:54,3.3312,121.6715,330,11.1
16/5/2023,11:00,3.347,121.6627,330,11.1
16/5/2023,11:06,3.3628,121.6539,330,11.1
16/5/2023,11:12,3.3786,121.6451,330,11.1
16/5/2023,11:18,3.3944,121.6363,330,11.1
16/5/2023,11:24,3.4102,121.6275,330,11.1
16/5/2023,11:30,3.426,121.6187,330,11.1
16/5/2023,11:36,3.4418,121.6099,330,11.1
16/5/2023,11:42,3.4576,121.6011,330,11.1
16/5/2023,11:48,3.4734,121.5923,330,11.1
16/5/2023,11:54,3.4892,121.5835,330,11.1
16/5/2023,12:00,3.505,121.5747,330,11.1
16/5/2023,12:06,3.5208,121.5659,330,11.1
16/5/2023,12:12,3.5366,121.5571,330,11.1
16/5/2023,12:18,3.5524,121.5483,330,11.1
16/5/2023,12:24,3.5682,121.5395,330,11.1
16/5/2023,12:30,3.584,121.5307,330,11.1
16/5/2023,12:36,3.5998,121.5219,330,11.1
16/5/2023,12:42,3.6156,121.5131,330,11.1
16/5/2023,12:48,3.6314,121.5043,330,11.1
16/5/2023,12:54,3.6472,121.4955,330,11.1
16/5/2023,13:00,3.663,121.4867,330,11.1
16/5/2023,13:06,3.6788,121.4779,330,11.1
16/5/2023,13:12,3.6946,121.4691,330,11.1
16/5/2023,13:18,3.7104,121.4603,330,11.1
16/5/2023,13:24,3.7262,121.4515,330,11.1
16/5/2023,13:30,3.742,121.4427,330,11.1
16/5/2023,13:36,3.7578,121.4339,330,11.1
16/5/2023,13:42,3.7736,121.4251,330,11.1
16/5/2023,13:48,3.7894,121.4163,330,11.1
16/5/2023,13:54,3.8052,121.4075,330,11.1
16/5/2023,14:00,3.821,121.3987,330,11.1
16/5/2023,14:06,3.8368,121.3899,330,11.1
16/5/2023,14:12,3.8526,121.3811,330,11.1
16/5/2023,14:18,3.8684,121.3723,330,11.1
16/5/2023,14:24,3.8842,121.3635,330,11.1
16/5/2023,14:30,3.9,121.3547,330,11.1
16/5/2023,14:36,3.9158,121.3459,330,11.1
16/5/2023,14:42,3.9316,121.3371,330,11.1
16/5/2023,14:48,3.9474,121.3283,330,11.1
16/5/2023,14:54,3.9632,121.3195,330,11.1
16/5/2023,15:00,3.979,121.3107,330,11.1
16/5/2023,15:06,3.9948,121.3019,330,11.1
16/5/2023,15:12,4.0106,121.2931,330,11.1
16/5/2023,15:18,4.0264,121.2843,330,11.1
16/5/2023,15:24,4.0422,121.2755,330,11.1
16/5/2023,15:30,4.058,121.2667,330,11.1
16/5/2023,15:36,4.0738,121.2579,330,11.1
16/5/2023,15:42,4.0896,121.2491,330,11.1
16/5/2023,15:48,4.1054,121.2403,330,11.1
16/5/2023,15:54,4.1212,121.2315,330,11.1
16/5/2023,16:00,4.137,121.2227,330,11.1
16/5/2023,16:06,4.1528,121.2139,330,11.1
16/5/2023,16:12,4.1686,121.2051,330,11.1
16/5/2023,16:18,4.1844,121.1963,330,11.1
16/5/2023,16:24,4.2002,121.1875,330,11.1
16/5/2023,16:30,4.216,121.1787,330,11.1
16/5/2023,16:36,4.2318,121.1699,330,11.1
16/5/2023,16:42,4.2476,121.1611,330,11.1
16/5/2023,16:48,4.2634,121.1523,330,11.1
16/5/2023,16:54,4.2792,121.1435,330,11.1
16/5/2023,17:00,4.295,121.1347,330,11.1
16/5/2023,17:06,4.3108,121.1259,330,11.1
16/5/2023,17:12,4.3266,121.1171,330,11.1
16/5/2023,17:18,4.3424,121.1083,330,11.1
16/5/2023,17:24,4.3582,121.0995,330,11.1
16/5/2023,17:30,4.374,121.0907,330,11.1
16/5/2023,17:36,4.3898,121.0819,330,11.1
16/5/2023,17:42,4.4056,121.0731,330,11.1
16/5/2023,17:48,4.4214,121.0643,330,11.1
16/5/2023,17:54,4.4372,121.0555,330,11.1
16/5/2023,18:00,4.453,121.0467,330,11.1
16/5/2023,18:06,4.4688,121.0379,330,11.1
16/5/2023,18:12,4.4846,121.0291,330,11.1
16/5/2023,18:18,4.5004,121.0203,330,11.1
16/5/2023,18:24,4.5162,121.0115,330,11.1
16/5/2023,18:30,4.532,121.0027,330,11.1
16/5/2023,18:36,4.5478,120.9939,330,11.1
16/5/2023,18:42,4.5636,120.9851,330,11.1
16/5/2023,18:48,4.5794,120.9763,330,11.1
16/5/2023,18:54,4.5952,120.9675,330,11.1
16/5/2023,19:00,4.611,120.9587,330,11.1
16/5/2023,19:06,4.6268,120.9499,330,11.1
16/5/2023,19:12,4.6426,120.9411,330,11.1
16/5/2023,19:18,4.6584,120.9323,330,11.1
16/5/2023,19:24,4.6742,120.9235,330,11.1
16/5/2023,19:30,4.69,120.9147,330,11.1
16/5/2023,19:36,4.7058,120.9059,330,11.1
16/5/2023,19:42,4.7216,120.8971,330,11.1
16/5/2023,19:48,4.7374,120.8883,330,11.1
16/5/2023,19:54,4.7532,120.8795,330,11.1
16/5/2023,20:00,4.769,120.8707,330,11.1
16/5/2023,20:06,4.7848,120.8619,330,11.1
16/5/2023,20:12,4.8006,120.8531,330,11.1
16/5/2023,20:18,4.8164,120.8443,330,11.1
16/5/2023,20:24,4.8322,120.8355,330,11.1
16/5/2023,20:30,4.848,120.8267,330,11.1
16/5/2023,20:36,4.8638,120.8179,330,11.1
16/5/2023,20:42,4.8796,120.8091,330,11.1
16/5/2023,20:48,4.8954,120.8003,330,11.1
16/5/2023,20:54,4.9112,120.7915,330,11.1
16/5/2023,21:00,4.927,120.7827,330,11.1
16/5/2023,21:06,4.9428,120.7739,330,11.1
16/5/2023,21:12,4.9586,120.7651,330,11.1
16/5/2023,21:18,4.9744,120.7563,330,11.1
16/5/2023,21:24,4.9902,120.7475,330,11.1
16/5/2023,21:30,5.006,120.7387,330,11.1
16/5/2023,21:36,5.0218,120.7299,330,11.1
16/5/2023,21:42,5.0376,120.7211,330,11.1
16/5/2023,21:48,5.0534,120.7123,330,11.1
16/5/2023,21:54,5.0692,120.7035,330,11.1
16/5/2023,22:00,5.085,120.6947,330,11.1
16/5/2023,22:06,5.1008,120.6859,330,11.1
16/5/2023,22:12,5.1166,120.6771,330,11.1
16/5/2023,22:18,5.1324,120.6683,330,11.1
